3-grams,Frequency,Sentence,Document ID,Document
bundle of furze ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
of furze and ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
furze and said ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
me that furze ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
that furze to ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
furze to build ,1,8,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and the pig ,1,9,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the pig built ,1,9,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pig built his ,1,9,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Then along came ,1,10,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
along came the ,1,10,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
came the wolf ,1,10,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf and said ,1,10,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Then Ill puff ,1,12,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and Ill huff ,1,12,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
huffed and at ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and at last ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at last he ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
last he blew ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he blew the ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
blew the house ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
house down and ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
down and he ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and he ate ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he ate up ,1,13,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
The third little ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
third little pig ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
with a load ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
a load of ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
load of bricks ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
of bricks and ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
bricks and said ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
give me those ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
me those bricks ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
those bricks to ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
bricks to build ,1,14,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
So the man ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the man gave ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
man gave him ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
gave him the ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
him the bricks ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the bricks and ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
bricks and he ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and he built ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he built his ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
his house with ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
house with them ,1,15,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
So the wolf ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf came as ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
came as he ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
as he did ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he did to ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
did to the ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
to the other ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the other little ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
other little pigs ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pigs and said ,1,16,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Well he huffed ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
puffed and huffed ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and huffed but ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
huffed but he ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
but he could ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
could not get ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
not get the ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
get the house ,1,19,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
When he found ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he found that ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
found that he ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
that he could ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
could not with ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
not with all ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
with all his ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
all his huffing ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
his huffing and ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
huffing and puffing ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and puffing blow ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
puffing blow the ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
blow the house ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
house down he ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
down he said ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
a nice field ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
nice field of ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
field of turnips ,1,20,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Oh in Mr ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
in Mr Smiths ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Mr Smiths Homefield ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Smiths Homefield and ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Homefield and if ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
you will be ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
be ready tomorrow ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
ready tomorrow morning ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
tomorrow morning I ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
morning I will ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
I will call ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
will call for ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
call for you ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
for you and ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
you and we ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and we will ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
we will go ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
will go together ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
go together and ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
together and get ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
get some for ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
some for dinner ,1,23,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Very well said ,1,24,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
well said the ,1,24,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
little pig I ,1,24,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
I will be ,1,24,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
What time do ,1,25,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
time do you ,1,25,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
do you mean ,1,25,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
you mean to ,1,25,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
mean to go ,1,25,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Oh at six ,1,26,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at six oclock ,1,26,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
little pig got ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pig got up ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
got up at ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
up at five ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at five and ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
five and got ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and got the ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
got the turnips ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the turnips before ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
turnips before the ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf came which ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
came which he ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
which he did ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he did about ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
did about six ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
about six and ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
six and who ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and who said ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
who said Little ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
said Little Pig ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Little Pig are ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Pig are you ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
are you ready ,1,27,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
The little pig ,1,28,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pig said Ready ,1,28,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
I have been ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
have been and ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
been and come ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and come back ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
come back again ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
back again and ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
again and got ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and got a ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
got a nice ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
a nice potful ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
nice potful for ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
potful for dinner ,1,29,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
The wolf felt ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf felt very ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
felt very angry ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
very angry at ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
angry at this ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at this but ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
this but thought ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
but thought that ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
thought that he ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he would be ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
would be up ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
be up to ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
up to the ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
little pig somehow ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pig somehow or ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
somehow or other ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
or other so ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
other so he ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
so he said ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
a nice appletree ,1,30,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Down at Merrygarden ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at Merrygarden replied ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
Merrygarden replied the ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
replied the wolf ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf and if ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
you will not ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
will not deceive ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
not deceive me ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
deceive me I ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
me I will ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
I will come ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
will come for ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
come for you ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
for you at ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
you at five ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at five oclock ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
five oclock tomorrow ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
oclock tomorrow and ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
tomorrow and get ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
get some apples ,1,33,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
little pig bustled ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
pig bustled up ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
bustled up the ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
up the next ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the next morning ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
next morning at ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
morning at four ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
at four oclock ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
four oclock and ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
oclock and went ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and went off ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
went off for ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
off for the ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
for the apples ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the apples hoping ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
apples hoping to ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
hoping to get ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
to get back ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
get back before ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
back before the ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
wolf came but ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
came but he ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
but he had ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
he had further ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
had further to ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
further to go ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
to go and ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
go and had ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
and had to ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
had to climb ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
to climb the ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
climb the tree ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
the tree so ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
tree so that ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
so that just ,1,34,5,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\The Three Little Pigs.txt"")"
